Issue key,Issue id,Summary,Issue Type,Status,Status Category,Project key,Project name,Priority,Resolution,Assignee,Reporter,Creator,Parent key,Parent summary,Team Name,Sprint,Created,Updated,Resolved,Due date,Custom field (Domain),Custom field (Story Points),Custom field (Solution Architect),Original estimate
RLT-150,100150,Reconcile Golden Record data model,Task,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,19/Feb/25 12:00 AM,24/Aug/26 12:00 AM,,01/Mar/25 12:00 AM,,,Priya Nandakumar,478800
RLT-151,100151,Configure Survivorship Rules reconciliation,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,03/Aug/25 12:00 AM,21/Sep/25 12:00 AM,21/Sep/25 12:00 AM,07/Oct/25 12:00 AM,,,Daniel Osei,108000
RLT-152,100152,Refactor Legacy Retirement reconciliation,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,06/Dec/25 12:00 AM,12/Jan/26 12:00 AM,12/Jan/26 12:00 AM,18/Jan/26 12:00 AM,,,Daniel Osei,104400
RLT-153,100153,Migrate Golden Record training module,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,18/Jan/26 12:00 AM,08/Mar/26 12:00 AM,08/Mar/26 12:00 AM,11/Mar/26 12:00 AM,,,Marta Kowalski,133200
RLT-154,100154,Build Survivorship Rules reconciliation,Task,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,26/Sep/24 12:00 AM,16/Aug/26 12:00 AM,,24/Oct/24 12:00 AM,,,Marta Kowalski,18000
RLT-155,100155,Configure Survivorship Rules interface,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,14/Feb/26 12:00 AM,02/Mar/26 12:00 AM,02/Mar/26 12:00 AM,02/Mar/26 12:00 AM,,,Marta Kowalski,50400
RLT-156,100156,Decommission Golden Record training module,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,18/Oct/24 12:00 AM,13/Nov/24 12:00 AM,13/Nov/24 12:00 AM,07/Nov/24 12:00 AM,,,Daniel Osei,129600
RLT-157,100157,Decommission Golden Record data model,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,11/Jan/25 12:00 AM,21/Feb/25 12:00 AM,21/Feb/25 12:00 AM,27/Feb/25 12:00 AM,,,Sean Gallagher,86400
RLT-158,100158,Deploy Golden Record batch job,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,21/Nov/24 12:00 AM,18/Dec/24 12:00 AM,18/Dec/24 12:00 AM,12/Dec/24 12:00 AM,,,Marta Kowalski,630000
RLT-159,100159,Automate Survivorship Rules approval workflow,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,03/Apr/25 12:00 AM,10/May/25 12:00 AM,10/May/25 12:00 AM,06/May/25 12:00 AM,,,Amara Okafor,54000
RLT-160,100160,Reconcile Survivorship Rules reporting extract,Story,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,29/Jul/26 12:00 AM,09/Aug/26 12:00 AM,,16/Aug/26 12:00 AM,,,Marta Kowalski,201600
RLT-161,100161,Validate Survivorship Rules conversion rule,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,27/Apr/25 12:00 AM,04/Jun/25 12:00 AM,04/Jun/25 12:00 AM,02/Jun/25 12:00 AM,,,Daniel Osei,180000
RLT-162,100162,Onboard Survivorship Rules approval workflow,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,12/Jul/25 12:00 AM,10/Aug/25 12:00 AM,10/Aug/25 12:00 AM,18/Aug/25 12:00 AM,,,Hiroshi Tanaka,97200
RLT-163,100163,Test Legacy Retirement dashboard,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,01/Jul/25 12:00 AM,19/Jul/25 12:00 AM,19/Jul/25 12:00 AM,16/Jul/25 12:00 AM,,,Priya Nandakumar,115200
RLT-164,100164,Configure Survivorship Rules user role,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,27/Jul/25 12:00 AM,28/Aug/25 12:00 AM,28/Aug/25 12:00 AM,27/Aug/25 12:00 AM,,,Lucia Ferrari,64800
RLT-165,100165,Test Legacy Retirement API contract,Story,Blocked,In Progress,RLT,Reltio - MDM,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,02/Mar/25 12:00 AM,25/Jul/26 12:00 AM,,30/Mar/25 12:00 AM,,,Marta Kowalski,14400
RLT-166,100166,Design Legacy Retirement approval workflow,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,04/Nov/24 12:00 AM,17/Dec/24 12:00 AM,17/Dec/24 12:00 AM,28/Dec/24 12:00 AM,,,Priya Nandakumar,118800
RLT-167,100167,Deploy Legacy Retirement master record,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,29/Mar/25 12:00 AM,18/May/25 12:00 AM,18/May/25 12:00 AM,27/May/25 12:00 AM,,,Daniel Osei,126000
RLT-168,100168,Migrate Golden Record interface,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,05/Aug/24 12:00 AM,04/Sep/24 12:00 AM,04/Sep/24 12:00 AM,27/Sep/24 12:00 AM,,,Hiroshi Tanaka,147600
RLT-169,100169,Build Legacy Retirement cutover task,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,14/Sep/24 12:00 AM,24/Sep/24 12:00 AM,24/Sep/24 12:00 AM,26/Sep/24 12:00 AM,,,Priya Nandakumar,90000
RLT-170,100170,Refactor Legacy Retirement training module,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,04/Nov/25 12:00 AM,20/Nov/25 12:00 AM,20/Nov/25 12:00 AM,23/Nov/25 12:00 AM,,,Priya Nandakumar,205200
RLT-171,100171,Validate Survivorship Rules audit trail,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,16/May/26 12:00 AM,05/Jun/26 12:00 AM,05/Jun/26 12:00 AM,05/Jun/26 12:00 AM,,,Lucia Ferrari,39600
RLT-172,100172,Document Survivorship Rules batch job,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,28/Mar/25 12:00 AM,15/Apr/25 12:00 AM,15/Apr/25 12:00 AM,13/Apr/25 12:00 AM,,,Daniel Osei,324000
RLT-173,100173,Build Legacy Retirement approval workflow,Story,To Do,To Do,RLT,Reltio - MDM,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,14/Jun/25 12:00 AM,18/Mar/26 12:00 AM,,05/Jul/25 12:00 AM,,,Priya Nandakumar,36000
RLT-174,100174,Build Survivorship Rules cutover task,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,15/Dec/24 12:00 AM,04/Feb/25 12:00 AM,04/Feb/25 12:00 AM,15/Feb/25 12:00 AM,,,Priya Nandakumar,79200
RLT-175,100175,Reconcile Legacy Retirement conversion rule,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,02/Nov/24 12:00 AM,17/Dec/24 12:00 AM,17/Dec/24 12:00 AM,23/Dec/24 12:00 AM,,,Marta Kowalski,158400
RLT-176,100176,Deploy Survivorship Rules data model,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,20/May/26 12:00 AM,11/Jun/26 12:00 AM,11/Jun/26 12:00 AM,16/Jun/26 12:00 AM,,,Marta Kowalski,54000
RLT-177,100177,Integrate Legacy Retirement batch job,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,14/Sep/25 12:00 AM,26/Oct/25 12:00 AM,26/Oct/25 12:00 AM,31/Oct/25 12:00 AM,,,Hiroshi Tanaka,169200
RLT-178,100178,Refactor Legacy Retirement approval workflow,Task,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,01/Apr/25 12:00 AM,07/Aug/26 12:00 AM,,13/May/25 12:00 AM,,,Lucia Ferrari,64800
RLT-179,100179,Onboard Legacy Retirement user role,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,12/May/26 12:00 AM,09/Jun/26 12:00 AM,09/Jun/26 12:00 AM,05/Jun/26 12:00 AM,,,Priya Nandakumar,97200
RLT-180,100180,Build Golden Record dashboard,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,09/Sep/25 12:00 AM,07/Nov/25 12:00 AM,07/Nov/25 12:00 AM,04/Nov/25 12:00 AM,,,Priya Nandakumar,72000
RLT-181,100181,Reconcile Legacy Retirement master record,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,25/Dec/24 12:00 AM,13/Jan/25 12:00 AM,13/Jan/25 12:00 AM,15/Jan/25 12:00 AM,,,Priya Nandakumar,50400
RLT-182,100182,Refactor Legacy Retirement audit trail,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,07/Jan/26 12:00 AM,06/Feb/26 12:00 AM,06/Feb/26 12:00 AM,30/Jan/26 12:00 AM,,,Daniel Osei,655200
RLT-183,100183,Validate Survivorship Rules API contract,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,16/Feb/26 12:00 AM,03/Mar/26 12:00 AM,03/Mar/26 12:00 AM,08/Mar/26 12:00 AM,,,Priya Nandakumar,39600
RLT-184,100184,Migrate Golden Record approval workflow,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,17/Jun/25 12:00 AM,03/Jul/25 12:00 AM,03/Jul/25 12:00 AM,01/Jul/25 12:00 AM,,,Daniel Osei,10800
RLT-185,100185,Build Legacy Retirement interface,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,15/Nov/25 12:00 AM,28/Nov/25 12:00 AM,28/Nov/25 12:00 AM,25/Nov/25 12:00 AM,,,Amara Okafor,43200
RLT-186,100186,Migrate Survivorship Rules audit trail,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,08/Aug/25 12:00 AM,23/Aug/25 12:00 AM,23/Aug/25 12:00 AM,26/Aug/25 12:00 AM,,,Priya Nandakumar,97200
RLT-187,100187,Validate Survivorship Rules batch job,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,04/Apr/25 12:00 AM,05/May/25 12:00 AM,05/May/25 12:00 AM,30/Apr/25 12:00 AM,,,Sean Gallagher,61200
RLT-188,100188,Configure Survivorship Rules reconciliation,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,14/Dec/25 12:00 AM,07/Jan/26 12:00 AM,07/Jan/26 12:00 AM,09/Jan/26 12:00 AM,,,Sean Gallagher,216000
RLT-189,100189,Refactor Golden Record audit trail,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,07/Feb/25 12:00 AM,03/Mar/25 12:00 AM,03/Mar/25 12:00 AM,01/Mar/25 12:00 AM,,,Marta Kowalski,208800
RLT-190,100190,Migrate Legacy Retirement data model,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,07/Apr/25 12:00 AM,01/May/25 12:00 AM,01/May/25 12:00 AM,27/Apr/25 12:00 AM,,,Sean Gallagher,64800
RLT-191,100191,Document Golden Record conversion rule,Story,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,23/Apr/26 12:00 AM,28/Aug/26 12:00 AM,,05/Aug/26 12:00 AM,,,Hiroshi Tanaka,18000
RLT-192,100192,Test Golden Record conversion rule,Story,Blocked,In Progress,RLT,Reltio - MDM,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,01/Feb/26 12:00 AM,19/May/26 12:00 AM,,15/Feb/26 12:00 AM,,,Daniel Osei,28800
RLT-193,100193,Build Survivorship Rules reporting extract,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,05/May/26 12:00 AM,19/May/26 12:00 AM,19/May/26 12:00 AM,20/May/26 12:00 AM,,,Marta Kowalski,82800
RLT-194,100194,Configure Survivorship Rules dashboard,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,09/Nov/25 12:00 AM,27/Nov/25 12:00 AM,27/Nov/25 12:00 AM,24/Nov/25 12:00 AM,,,Priya Nandakumar,21600
RLT-195,100195,Design Golden Record reporting extract,Story,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,01/Jun/25 12:00 AM,31/Aug/26 12:00 AM,,01/Jul/25 12:00 AM,,,Marta Kowalski,61200
RLT-196,100196,Refactor Survivorship Rules master record,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Amara Okafor,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,25/Feb/25 12:00 AM,05/Apr/25 12:00 AM,05/Apr/25 12:00 AM,06/Apr/25 12:00 AM,,,Amara Okafor,309600
RLT-197,100197,Refactor Golden Record reconciliation,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,25/Sep/25 12:00 AM,06/Nov/25 12:00 AM,06/Nov/25 12:00 AM,28/Oct/25 12:00 AM,,,Marta Kowalski,118800
RLT-198,100198,Build Legacy Retirement training module,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,28/Sep/24 12:00 AM,19/Nov/24 12:00 AM,19/Nov/24 12:00 AM,29/Nov/24 12:00 AM,,,Daniel Osei,90000
RLT-199,100199,Onboard Survivorship Rules batch job,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,12/Jul/25 12:00 AM,08/Aug/25 12:00 AM,08/Aug/25 12:00 AM,10/Aug/25 12:00 AM,,,Hiroshi Tanaka,32400
RLT-200,100200,Automate Survivorship Rules dashboard,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,29/Dec/25 12:00 AM,20/Jan/26 12:00 AM,20/Jan/26 12:00 AM,28/Jan/26 12:00 AM,,,Lucia Ferrari,100800
RLT-201,100201,Build Survivorship Rules reporting extract,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,25/Oct/24 12:00 AM,13/Jan/25 12:00 AM,13/Jan/25 12:00 AM,01/Feb/25 12:00 AM,,,Priya Nandakumar,68400
RLT-202,100202,Build Golden Record cutover task,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,19/Jun/26 12:00 AM,24/Jun/26 12:00 AM,24/Jun/26 12:00 AM,25/Jun/26 12:00 AM,,,Daniel Osei,108000
RLT-203,100203,Automate Golden Record API contract,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,05/Jun/25 12:00 AM,05/Jul/25 12:00 AM,05/Jul/25 12:00 AM,28/Jun/25 12:00 AM,,,Priya Nandakumar,165600
RLT-204,100204,Validate Legacy Retirement data model,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,30/Nov/25 12:00 AM,07/Jan/26 12:00 AM,07/Jan/26 12:00 AM,14/Jan/26 12:00 AM,,,Lucia Ferrari,194400
RLT-205,100205,Validate Survivorship Rules reconciliation,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,12/May/25 12:00 AM,13/Aug/25 12:00 AM,13/Aug/25 12:00 AM,20/Aug/25 12:00 AM,,,Marta Kowalski,97200
RLT-206,100206,Deploy Golden Record batch job,Task,Descoped,Done,RLT,Reltio - MDM,P3 - Medium,Won't Do,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,10/Feb/26 12:00 AM,20/Feb/26 12:00 AM,,23/Feb/26 12:00 AM,,,Priya Nandakumar,136800
RLT-207,100207,Design Survivorship Rules audit trail,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,13/Oct/25 12:00 AM,04/Nov/25 12:00 AM,04/Nov/25 12:00 AM,07/Nov/25 12:00 AM,,,Marta Kowalski,54000
RLT-208,100208,Document Legacy Retirement test script,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,20/Nov/24 12:00 AM,02/Dec/24 12:00 AM,02/Dec/24 12:00 AM,29/Nov/24 12:00 AM,,,Marta Kowalski,241200
RLT-209,100209,Validate Legacy Retirement user role,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,01/Jul/26 12:00 AM,11/Jul/26 12:00 AM,11/Jul/26 12:00 AM,13/Jul/26 12:00 AM,,,Priya Nandakumar,39600
RLT-210,100210,Automate Survivorship Rules user role,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Sean Gallagher,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,04/Dec/25 12:00 AM,29/Dec/25 12:00 AM,29/Dec/25 12:00 AM,04/Jan/26 12:00 AM,,,Sean Gallagher,72000
RLT-211,100211,Onboard Survivorship Rules master record,Story,Development in Progress,In Progress,RLT,Reltio - MDM,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,22/Apr/25 12:00 AM,19/Aug/26 12:00 AM,,31/May/25 12:00 AM,,,Hiroshi Tanaka,262800
RLT-212,100212,Validate Legacy Retirement test script,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,10/Nov/25 12:00 AM,11/Jan/26 12:00 AM,11/Jan/26 12:00 AM,20/Jan/26 12:00 AM,,,Priya Nandakumar,57600
RLT-213,100213,Refactor Golden Record API contract,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,20/Feb/25 12:00 AM,13/Mar/25 12:00 AM,13/Mar/25 12:00 AM,14/Mar/25 12:00 AM,,,Lucia Ferrari,25200
RLT-214,100214,Integrate Legacy Retirement API contract,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,03/Feb/26 12:00 AM,19/Mar/26 12:00 AM,19/Mar/26 12:00 AM,23/Mar/26 12:00 AM,,,Priya Nandakumar,61200
RLT-215,100215,Document Legacy Retirement dashboard,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,05/Jun/25 12:00 AM,01/Jul/25 12:00 AM,01/Jul/25 12:00 AM,08/Jul/25 12:00 AM,,,Priya Nandakumar,302400
RLT-216,100216,Onboard Survivorship Rules dashboard,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,04/Mar/26 12:00 AM,14/Apr/26 12:00 AM,14/Apr/26 12:00 AM,10/Apr/26 12:00 AM,,,Daniel Osei,10800
RLT-217,100217,Migrate Legacy Retirement conversion rule,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,23/Jan/25 12:00 AM,23/Mar/25 12:00 AM,23/Mar/25 12:00 AM,09/Mar/25 12:00 AM,,,Priya Nandakumar,93600
RLT-218,100218,Deploy Golden Record reporting extract,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,09/Mar/26 12:00 AM,03/Apr/26 12:00 AM,03/Apr/26 12:00 AM,31/Mar/26 12:00 AM,,,Marta Kowalski,50400
RLT-219,100219,Integrate Survivorship Rules batch job,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,02/May/26 12:00 AM,27/Jun/26 12:00 AM,27/Jun/26 12:00 AM,14/Jul/26 12:00 AM,,,Daniel Osei,75600
RLT-220,100220,Refactor Golden Record data model,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,07/Aug/26 12:00 AM,21/Aug/26 12:00 AM,21/Aug/26 12:00 AM,19/Aug/26 12:00 AM,,,Priya Nandakumar,64800
RLT-221,100221,Integrate Golden Record master record,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Lucia Ferrari,Priya Nandakumar,Priya Nandakumar,RLT-6,Legacy Retirement,Master Data,,09/Feb/26 12:00 AM,25/Mar/26 12:00 AM,25/Mar/26 12:00 AM,31/Mar/26 12:00 AM,,,Lucia Ferrari,205200
RLT-222,100222,Decommission Survivorship Rules reconciliation,Task,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-5,Survivorship Rules,Master Data,,07/Dec/25 12:00 AM,31/Jan/26 12:00 AM,31/Jan/26 12:00 AM,12/Feb/26 12:00 AM,,,Daniel Osei,90000
RLT-223,100223,Integrate Survivorship Rules reporting extract,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,29/Jul/25 12:00 AM,18/Sep/25 12:00 AM,18/Sep/25 12:00 AM,01/Oct/25 12:00 AM,,,Daniel Osei,216000
RLT-224,100224,Build Survivorship Rules user role,Story,Deployment Completed,Done,RLT,Reltio - MDM,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,RLT-4,Golden Record,Master Data,,06/Nov/24 12:00 AM,20/Nov/24 12:00 AM,20/Nov/24 12:00 AM,17/Nov/24 12:00 AM,,,Priya Nandakumar,273600
